review,sentiment
"Then you must see this film, to understand the reality. Having read the book, Ms. Duke is now an advocate for those afflicted with bipolar disorder; formerly labeled manic-depression.<br /><br />It is hard to believe that in this day and age, people still critique others with emotional problems, or those who seek psychiatric help. Regressive and discriminatory thinking still exists, and this is unfortunate.<br /><br />In this film, the audience sees the pain and suffering Ms. Duke had been through, especially as a child. Many of us may remember her from the teenage ""Patty Duke Show"". She was a household name in America by age 15.<br /><br />You learn of her exploitation by the Ross'(well played by Howard Hesseman). As she was growing up in the 1950's, the stigma was in full-force. However, we see as she advances in her career, yet the illness becomes worse. She goes through bouts of substance abuse and promiscuity; even marries someone whom she divorces the next week; and she has several conflicts and tantrums with her children and elderly mother. All these problem occurred before she received adequate therapy, and medication.<br /><br />A recent survey released by NAMI (National Alliance on Mental Illness) recorded that a majority of US adults fail to recognize most of the classic symptoms of bipolar disorder. It also was released that one in five respondents to the poll believed that people could CONTROL their illness without medication if they wanted to. (bp Magazine, Winter 2006) If you watch this film, you will learn the true story of a talented woman who could not ""pull herself up by her bootstraps"" and ""get well"" until she was educated about her disorder, and received proper treatment. Thank you, Ms. Duke, for being an advocate against ignorance and prejudice.",positive
"If you were ever a fan of MTV""s ""The State,"" then these three guys will be familiar to you. But even if you only stumbled upon them via the internet like I did, you will soon come to appreciate their unique brand of comedy.<br /><br />Born out of their stand up comedy trio, 'Stella', Michael Ian Black, Michael Showalter and David Wain produced these brilliant vignettes of surreal comedy to display at their shows, and now after being available only to download from two websites, they appear in pristine glory on one DVD.<br /><br />Think comedy sketch show sans censorship, and you'd be halfway there. No stone of decency is left unturned. But for those who like their comedy rude, self-indulgent and bordering on puerile, (and I mean that in the most flattering way) this is the DVD for you!<br /><br />I think it's worth the money for the commentary from the two Michaels and David alone, you can't help but take a liking to them as they explain their actions, cringe at their own antics with sex toys and by turn pat each other on the back and hurl abuse.<br /><br />Fantastic.<br /><br />It must say something for the appeal of Stella that the likes of Julie Bowen and Paul Rudd are willing to throw themselves into the action so fearlessly. And you should follow their fine example, throw preconceptions to the wind, and prepare to laugh yourself sick.",positive
"""If I sit down I will never stand up again"", that's what the mother (the one of the title) says to his son when he tells her to get some rest (she's just widowed). He means that resting is what a woman of his age and in her situation has to do: to rest in peace, to neglect herself. But she's not in the mood for ""resting"", not yet. She also has a daughter who reproaches her for each and every disasters in her life... Suddenly, the revelation comes: sex and passion in the figure of a muscular carpenter 30 years younger than her (Daniel Craig, the brand new James Bond) when she ""thought nobody would ever touch her again"". It is a story that makes you reflect on many things, specially on what's a 60 something woman is supposed to do with her life when his husband dies. It doesn't look that we've advanced that such in those aspects. I mean, nobody's surprised when Sean Connery has a love affair in a movie with Catherine Zeta Jones... but what would you think if it was otherwise? An old woman, a young guy... nah, you ain't ready for that, are you?<br /><br />The movie has intimist tones all along its length, except for 2 or 3 sequences in which that tones breaks and out comes some explicit and foul-mouthed dialogs. Those vulgar touches and the way the son and the daughter find out their mother's love affair (pretty absurd -you'll know what I mean when you watch it-) are the only discordant elements in ""The Mother"". <br /><br />*My rate: 7/10",positive
This is a fascinating documentary about a 15 year old black lad who is accused of murdering a tourist in Florida and the subsiquent court case that follows. What this film shows is how corrupt the American police system is and how easy it can really be to convict an innocent man and how a senile old fool who thinks one black man looks very much like another and sod it if he rots in jail because i said he was the man who murdered my wife.The star is the defence lawyer who is brilliant at not only his job in court but he also did he what the police should have done all along. Fascinating stuff. 7 out of 10.,positive
"When this first came out 6 months after the tragedy, I didn't want to see it. I didn't want to open old wounds. I regretted it. Now I have seen the movie. Thank God I did. It shows you the bravery of all the FDNY and NYPD. I salute you. It offered me closure. I can now move on with my life.",positive
"To most of us, life is an unfolding process of love. For others like Soo-mi, however, it is dominated by darkness and fear. Based on the Korean folk tale Jangha and Hongryun, Kim Ji-woon's brilliant Gothic horror story A Tale of Two Sisters revolves around two sisters, Soo-mi (Lim Su-jeong), and Soo-yeon (Mun Geon-yeong), who are part of a dysfunctional family that live together in a creepy Victorian-style mansion. Feeling alienated from the world, they cling to each other for survival with the older Soo-mi obsessively protecting the younger Soo-yeon against danger. For Soo-mi, however, not coming to terms with the circumstances surrounding her mother's death means mental illness and a mind at odds with reality.<br /><br />While we may recognize staples such as haunted houses with apparitional sightings, doors that open and close on their own, a cruel and overbearing stepmother, and other events of high strangeness, A Tale of Two Sisters superbly explores deeper psychological meanings including the inability to let go of inner demons and the misplaced desire for revenge. Soo-mi says ""Do you know what's really scary? You want to forget something. Totally wipe it off your mind. But you never can. It can't go away, you see. And... and it follows you around like a ghost."" There is a time line but it is left for the viewer to unravel. The plot cannot be summarized, only suggested and the film keeps us wondering whether what is happening on screen is objective or subjective.<br /><br />In the film's opening, Soo-mi, an obviously disturbed young woman, is being questioned by a doctor in a setting that looks like a mental institution. When the doctor asks her to describe what happened ""that day"", the film flashes back to when Soo-mi and Soo-Yeon return to the home of their father Moo-hyeon (Kim Kap-su) and stepmother Eun-joo (Yum Jung-ah). The stepmother is hostile and resentful and the father is passive and distant but it is obvious that it is Soo-mi who is really hurting. As the girls try to readjust, they are constantly frightened by a presence in the house, which may be nightmares or supernatural occurrences.<br /><br />Soo-mi sees a figure at the foot of her bed that hovers over her and oozes black blood, a dinner scene in which the guest apparently sees a ghost hiding under the sink and goes into convulsions, a monster emerges from between the legs of one of the sisters, people mysteriously disappear from photographs, and many other maniacal schizophrenic devices to keep the viewer dangling on the edge of insanity. While we sense that much of the story is the projection of someone's mind, we do not know whose and the film keeps us constantly challenged, at least until an important clue is offered in the film's second half.<br /><br />Shot in gorgeous low-light cinematography, A Tale of Two Sisters has a unique elegance and other worldly beauty that transcends all the scares, and there are plenty. It is haunting in more than one sense of the word and its images may stare back at you when you least expect or want them to. While the film may not offer the weary traveler much in the way of light, it shows us where we can end up if we opt for the darkness. In the words of a wise observer, ""Blame is never the answer - whether it is blaming yourself or others. Rather, the answer lies in stepping out of judgment entirely - both of yourself AND others. Forgiveness and understanding have great power of healing.""",positive
"I was surprised and touched by this emotional movie which moved me very strange. I was confused, sad and happy in the same moment. I guess that too less people will pay attention to this movie. But I hope that at least a few will see it and get something out of it. The story of two friends, linked by their suffers of bodily disability, whom (as a team) beat the medical well-fare system and fight for their rights. This movie shows a side which some of us would never understand, not too exaggerated but emotional presented. Hopefully this movie will help us to understand some of their desires better and realize how important it is to have a friend in the world, especially when you almost unable to express that fact.",positive
"No hidden agenda. Pure scifi. All fun.<br /><br />I saw the original on TV and was scared pretty bad. I was a kid :)<br /><br />The original one can be appreciated more when compared to the new one which I saw and have forgotten. The original one, starring the great movie star Steve McQueen (BULLET), is by far the better and only version anyone should see.<br /><br />The movie production is dated, but the fx used to make the Blob stands up the test of time. I was convinced that that thing was moving on its own accord. 10/10<br /><br />-Zafoid",positive
"CitizenX(1995) is the developing world's answer to Silence of the Lambs. Where `Silence' terrorized our peace of mind, `Citizen' exhausts and saddens us instead. This dramatization of the Chikatilo case translates rather well, thanks to a Westernized friendship between two Rostov cops who become equals.<br /><br />CitizenX may also argue against(!) the death penalty far better than Kevin Spacey's The Life of David Gayle(2002).<br /><br />Humans are Machiavellian mammals, under which lie limbic brains (lizard-logic). Why did two kids, who knew better, stone to death a toddler they kidnapped? Why do bloodthirsty women yell `li-lilililililii' at acts of OBSCENE terrorism? -My own term for this is `limbic domination', the lizard-logic urge to dominate an `enemy'. If you have the words `enemy'/`vengeance' in your vocabulary, you're easily capable of `limbic domination'.<br /><br />In WWII-devastated 1980s Rostov (located at the mouth of the Don river near the Black Sea), nothing suppressed Andrei Chikatilo's urge for `limbic domination' from overpowering his layers of civilization. Chikatilo(Jeffrey DeMunn)'s easy victims were paupers, usually children, who rode the interurban train for fun, since they couldn't afford anything else.<br /><br />CitizenX reminds us that the denials of a rampant Soviet bureaucracy cost the lives of 52 such `lambs'. Rostov's serial killer roamed free for almost 7 years AFTER the police arrested and let him go.<br /><br />The politicization of crimefighting is harmful to police forces everywhere. Although policing routinely suffers from corruption all over the world, in the west, vote-grabbing by politicians can set up chronic inter-agency rivalries, stymieing a more coordinated response to crime. In the Soviet Union of CitizenX, however, Viktor Burakov(Stephen Rea)'s Killer Department was suffering from a repressive bureaucracy.<br /><br />Geoffrey DeMunn plays the psychosexually inadequate Chikatilo with faultless but understated authority--to the point of complete obscurity. In real life, too, Chikatilo had a lifetime's experience blending in and evading capture.<br /><br />His pursuer, on the other hand, sticks out as a strange bird, given to unheralded, naive outbursts. Perhaps by design, Stephen Rea gives a very strange performance as forensics chief Burakov. Rea's Russian accent is impenetrable; and his Burakov is humourless and sullen, at odds with everyone.<br /><br />So it's Donald Sutherland who walks away with the picture. Sutherland's Col.Fetisov, Burakov's boss, and at first his only supporter, is an overly restrained, patient Militiaman whose dignified carriage bears testimony to decades of bureaucratic machinations. His reawakening as a logic-driven yet still passionate cop becomes the film's cornerstone idealism.<br /><br />Joss Ackland does another turn as a vicious apparatchik, Secretary of Communist Ideology Bondarchuk, overseeing the investigation. Naturally, he quashed the arrest of the most likely suspect, a Communist, in 1984, a man carrying rope and a knife in his bag, supposedly going home: Andrei Chikatilo.<br /><br />Soon, he replaced Burakov with another Moscow apparatchik, Detective Gorbunov(John Wood), insisting that the investigation now focus on `known homosexuals'. The funniest scene of this sad, sad film comes during Bondarchuk's & Gorbunov's institutionalized harassment: one stupid cop earnestly reports, `As I suspected, comrade, it's fornication. I've made some drawings'--cue howling laughter.<br /><br />5yrs after the bodies began piling up, in 1987, the police finally tried soliciting criminal profiles. The only cooperating Soviet psychiatrist was Dr Aleksandr Bukhanovsky(Max Von Sydow), who termed the UNSUB `CitizenX'. He later also observed to Fetisov & Burakov that `...together you make a wonderful person'. We concur.<br /><br />The drawn-out pace, spread over a decade, perfectly captures the institutional inertia of Glasnost--`openness'--that wasn't. The contrast with Perestroika--`restructuring'--couldn't've been greater for the case. Although Chikatilo was still prowling railway stations, police plans were about to bear fruit.<br /><br />In 1990, Col.Fetisov was expeditiously promoted to General. His nemesis Bondarchuk disappeared off the scene, allowing the investigation to finally proceed without political interference. Staff, communications, publicity--suddenly all were available. In just one night of telephoning around, Fetisov got his depressed forensics chief access to the FBI's Serial Murder Task Force at Quantico, where, Fetisov discovered, staff are regularly rotated off serial murder cases to stave off just such psychological damage to investigators.<br /><br />Fetisov advises his newly promoted forensics chief, now `Colonel' Burakov, of all these changes in an avalanche of confession that becomes the movie's powerhouse watershed scene. Fetisov's is the most tender apology I've ever seen on film: `Privately, I offer my deepest apologies to you and your wife. I hope that someday you can forgive me my ignorance', he almost whispers.<br /><br />A HBO production, CitizenX is a film of the highest caliber. Not only do the exteriors look authentically bleak (shot exclusively in the most run-down parts of otherwise spectacular Budapest), but Randy Edelman's soaring soundtrack is entirely overwhelming--and frequently our only respite from the bleak brutality. Those who speak Hungarian will recognize the many Hungarian accents and credits.<br /><br />Chikatilo's actual murders are depicted as bleak, aberrant behaviour born of character flaws and ignorance in an equally bleak world. This makes the murders seem not-entirely-out-of-place--but of course they were. As President Kennedy reminded us, `we all cherish the futures of our children'.<br /><br />CitizenX communicates perfectly that killing is far more grisly and obscene than any vengeance fantasy might imply. Serial rapists rape to dominate; serial killers kill to dominate. So do some soldiers. Such `limbic dominators' make poor humans.<br /><br />WARNING-SPOILER:----------------------------------------------- The real Andrei Chikatilo WAS the world's most prolific known serial killer. Convicted, he was executed in 1992 in the manner of all Soviet Union death sentences: one shot, in the back of the head. Foolishly, such methods destroy any possibility of studying a deviant brain after death.<br /><br />Conclusion:------------------------------------------------------------ The best outcome is always the prevention of killings, not their prosecution. Executions merely guarantee society's failure to learn from the complex reality of victims' deaths when we dispatch even anecdotal evidence of HOW/WHY they died. Nor do killers learn regret if they're dead.<br /><br />Vengeance doesn't unkill victims. Baying for the killer's blood constitutes nothing better than counter-domination--once it's too late.<br /><br />Vengeance on behalf of the grieving isn't justice for the deceased--it's appeasement of the living.(10/10)",positive
"While I agree this was a 1950s sitcom, I don't feel it was ""typical"". Firstly, Donna Reed was a STRONG woman, unlike the regular 50s sitcom moms. She made a stand for women's worth and equality (remember the episode where the TV announcer says ""just a housewife"") and Donna stands up for all women do and represent, especially those that don't work outside the home? And when the women rebelled against something in the series, it was not something trivial...it was always something to show that women have the right to be treated with the same respect as men. Remember, Donna Reed was married to the show's producer, so she had much more input into making hers a more powerful character.<br /><br />The children were intelligent, but not precocious. They were normal kids. And they could ACT.<br /><br />Something else that made Donna Reed Show stand out was not only did the children LOOK like their parents, but you could feel the chemistry between all the actors in the real life situation, which then came out in the characters. Shelly Fabares and Paul Peterson have often written and remarked that they were treated like the children of Donna Reed and Carl Betz, and that the adults were fiercely protective of the child actors, and treated them accordingly. Donna and Alex also had somewhat of a sexual chemistry that wasn't seen on the other family shows. And the characters could be flawed, and in major ways, and yet, accepted for the flaws and mistakes. These were not super parents that did no wrong and had no emotional highs and lows. They were normal people acting as normal people.<br /><br />Women's rights, drug abuse, child abuse, single fathers, poverty, children who need good health care but can't afford it...it was all shown on this show. Pretty groundbreaking for the era.<br /><br />Donna Reed show didn't last for eight years without a reason. And it could have possibly endured, had it not been for Tony Owens and Donna Reed divorcing.<br /><br />This show is highly underrated and should be shown so that other generations can appreciate quality.<br /><br />In summary, I agree with the original poster, who obviously cares for the show, but I think that the Donna Reed show has SO much more to offer than casual entertainment.",positive
"This movie gives Daniel Wu his chance to do a great action movie, but I really find Emil Chow's character really great, gutsy but determined to righting wrongs. Plus the main terrorist, it gets me wondering his revolution, makes me wonder if he is doing this for good or bad.<br /><br />A movie that tells us about Todd, an amnesiac terrorist being tricked as an undercover until he learns who he really is. The consequences that he makes from his terrorist family, gives him a the choice of redemption.<br /><br />Purple Storm was one of the best ones that I have seen this year. The movie really stands out when it is filled with tremendous action scenes set-up by Stephen Tung Wai, which won the best action sequences in the Hong Kong Awards. (9/10)",positive
"There is a lot to like in this film, despite its humble trappings of a preachy PC tale about rape and the perp always faring better than the victim. The movie did create a fair bit of suspense in the mystery surrounding who was sending the notes. (I, for one, was sure it was the teacher. In fact, that would have been more probable plot-wise because the idea of the best-friend's boy-friend kind of came out of nowhere. I guess the point of that is that ""rape is omnipresent. You never know who it is going to be"".) Ms. Beller is luminous as always (yet see KB discussion board for my qualification of this statement). Like all preachy films the plot lasts 15 minutes past the climax so you might want to quit watching at that point. Unless you are really curious to find out what happens to Phillip. Blythe Danner, as the mom, is in the role she was born to play: the fretting, over-protective mom. Some good 70s scenes for 70s fans. (The dark bar that the father goes to in order to drink away his pain is all dark-stained beams, barrels, oak and cork). A must for Beller fans and highly recommended for fans of 70s High School melodrama or 70s kitsch in general.",positive
Saw this movie at the Rotterdam IFF. You may question some decisions of the maker - like choosing a mockumentary form for such a sensitive and horrible subject - but this movie sure hits you in the gut. Especially the last scenes were almost painful to watch. Hope it gets the distribution it deserves.,positive
"This film centered on a young lady who makes prayers to help her family and friends when they encounter difficulties in life. It made me think of other movies like the ""Song of Bernadette"" and ""Francis of Assisi"" and has a very strong Catholic faith influence in the film. Ann Blyth is very charming as first, the Catholic school student and then later as a young woman who buys a statue of Saint Anne (which is the name of the street that I live on, by the way) and makes many prayers for the saint's intercession whenever problems come up in her life. Frances Bavier (Aunt Bea from the Andy Griffith show) and Edmund Gwenn (from Miracle on 34th Street) play relatives of her. A local priest of mine used to say that my sister resembled Ann Blyth and the both of them have the same first and middle names. A nice good family film that came from an era when life was a bit more simpler.",positive
"OK, I would not normally watch a Farrelly brothers movie. I can't recall ever watching one. I also don't recall watching a Jimmy Fallon movie. Alright, I did watch taxi, but I said penance and was forgiven for that mistake. But, this movie had Drew Barrymore and I just think she is the cutest thing. I don't know what it is about her, but I just smile the whole time I am watch her. She just captivates me that way. I mean I even watched Adam Sandler just to see her in 50 First Dates. How sad is that? This wasn't the greatest baseball movie - it wasn't supposed to be. It was a love story about a sad puppy that hung on to the only thing that never let him down until he found something worth giving that up for. It had a predictable ending, but there was so much on the way there that made it worthwhile.",positive
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"The college teacher Larry Donner (Billy Cristal) is a blocked writer since his former wife Margareth (Kate Mulgrew) ruined him, stealing his novel that became a best-seller. He does not hide his hatred for Margareth, upsetting his girlfriend Beth Ryan (Kim Greist), who is an anthropologist teacher in the same college. While giving classes of Creative Writing, he is stalked by the student Owen (Danny DeVito) that wants to know his opinion about his crime tale. Larry tells that he did not like it, and explains that in every mystery tale, the murderer should eliminate the motive and establish an alibi, otherwise he would get caught. Further, Larry suggests Owen to watch Hitchcock's movies to understand the structure of a suspenseful story. Owen, who wants to kill his detestable mother (Anne Ramsey), watches ""Strangers on a Train"" and misunderstands Larry's advice, believing that his teacher wants to swap murders to eliminate the motive. Owen travels to Hawaii and while in a ship, Margareth falls overboard vanishing in the sea and is considered dead. However, Larry does not have an alibi and becomes the prime suspect, while the deranged Owen presses him to kill his mother as part of their supposed deal.<br /><br />""Throw Momma from the Train"" is one of the funniest comedies of the 80's and a great tribute to Alfred Hitchcock. The direct reference is ""Strangers on a Train"", but there are jokes with ""Vertigo"" (with the spinning camera), ""Family Plot"" (with the car without breaks) and other movies. The lines are excellent and there is an interesting point when Larry tells that every great romance or mystery has a train. Anne Ramsey is amazing in the role of a nasty and abusive dominating mother and the viewer will certainly feel sorrow and understand the insanity of Owen. Kim Greist is very beautiful and Kate Mulgrew is the perfect bitch. Billy Cristal performs an obsessed character with many silly and unreasonable attitudes but necessary to the plot. My vote is seven.<br /><br />Title (Brazil): ""Jogue a Mamãe do Trem"" (""Throw Momma from the Train"")",positive
"Thirty years after its initial release, the third version of ""A Star Is Born"" finally comes to DVD in a package that should please the most devoted fans of Barbra Streisand. That would include me since I just saw her in concert singing among other numbers, the feminist anthem ""Woman in the Moon"" from this 1976 film. Easy to dismiss, the movie's career-polarizing story is such a sturdy pile of Hollywood-style clichés that variations of it exist in other films including Streisand's own ""Funny Girl"". This time reset to the then-contemporary music scene, the timeworn plot follows self-destructive rock star John Norman Howard on his deep-dive career descent just as he meets club singer Esther Hoffman who is awaiting her big break.<br /><br />Troubles dog their courtship from the outset, as John Norman (both names please) responds to grasping fans and bloodless DJs with random acts of violence (from which he inexplicably escapes prosecution). To John Norman, Esther represents his last shot at happiness, and in turn, she is drawn to the innately decent, creative musician underneath the façade. In the movie's most pivotal scene, he gives Esther her big break at a benefit concert, and her career takes off. Inevitably, he can't handle the failure of his career in light of her meteoric success, and if you are familiar with any version of this story, you know the rest. Directed by Frank Pierson (although Streisand's budding directorial talents are obviously on display), the film still manages to draw me in, even though I know it is shamelessly contrived and manipulative. It still has a certain emotional resonance despite its numerous flaws.<br /><br />Although Streisand in her prime seems like the ideal choice to play a rising singing star, her screen persona is simply too strong and predefined to play Esther credibly. The same can be said for her performing style since the script seems to make allowances for her softer Adult Contemporary-oriented material to be accepted within the otherwise hardened world of arena rock. From the moment she pops her head up as the middle of the Oreos, she can't help but come across as an established star. I can forgive the lapse simply because she is an unparalleled vocal talent, but what becomes less forgiving is how she makes Esther more strident than poignant when John Norman's woes become overwhelming. This creates an oddly discomfiting dynamic in the last part of the film when it becomes less about what caused the climactic event than Esther's response to it. This is capped off by an uninterrupted eight-minute close-up of her memorial performance - great except when she regrettably mimics John Norman's style toward the end.<br /><br />Kristofferson, on the other hand, gives a superb performance throughout, managing a level of honesty that grounds the film and makes palpable his concurrent feelings of love, pride and resentment toward Esther. He makes his vodka-soaked onstage growling work within this context. Otherwise, what always strikes me as strange about this version is how all the supporting characters are relegated to the background as if they didn't exist unless they were interacting with the two principals. The only ones who register are Paul Mazursky as John Norman's level-headed manager Brian and Gary Busey as his cynical band manager Bobbie. Veteran cameraman Robert Surtees provides a nice burnish to the cinematography though a level of graininess persists in the print. A big seller in its day, the soundtrack is a hodgepodge of different styles from the 1970's - some songs still quite good (""Everything"", ""Woman in the Moon"", ""Watch Closely Now""), some that have moved to kitsch (""Queen Bee"", Kenny Loggins' ""I Believe in Love"") and of course, the inescapable ""Evergreen"".<br /><br />The print transfer on the 2006 DVD is clean and the sound gratefully crisp thanks to digital remastering. Streisand's participation is the chief lure of the extras beginning with her feature-length commentary. She gives insightful information about the genesis of the film, the casting and the reportedly troubled production. She is also refreshingly candid about the megalomania of Jon Peters, her hairdresser boyfriend who became the movie's producer, and her dissatisfaction with Pierson as a director. I just wish she could have provided more scene-specific comments that directly relate to what is on screen. She also tends to repeat the same anecdotes when the mood strikes her, e.g., it gets tiring to hear for the third time how the person playing the chauffeur was a friend of Peters. I think having a second commentator could have drawn out other nuggets from her.<br /><br />There is a wardrobe test reel that shows some amusing 1970's clothes, especially Kristofferson's mixed-fabric poncho and orange polyester shirt. There are also twelve deleted scenes included with Streisand's optional commentary. One is a comic bread-baking scene which reminded me how much I like Streisand in farcical comedies. Another is an extended scene in which she plays ""Evergreen"" on the guitar in front of an awestruck Kristofferson who then falls asleep. The most interesting is an alternate take on the musical finale incorporating fast cuts, which I agree with Streisand should have been used. Fittingly, the theatrical trailers for all three versions of ""A Star Is Born"" are also included.",positive
"James Hacker MP didn't expect that he would be the next prime minister. Unlike in America, the party is elected in Britain while we, Americans, vote for candidates regardless of their party. Despite the differences, Paul Eddington CBE's performance as minister turned prime minister almost overnight is helped by his senior adviser, Sir Humphrey, played by another knight, Sir Nigel Hawthorne, and veteran actor Derek Fowlds also returns to the scene as well. Now instead of pleasing some people, he has to please the nation rather than his constituency. Now, he has a hard job to do even more difficult than before. Now, he must approve the honors list and work with Her Majesty as well on a regular basis. Hacker is not the hacking type. He is rather than the every man who we like and don't want to dislike and turn into a villain of sorts or a vicious dictator. Now, we see the prime minister's point of view and all the pleasing that must go on as well as handle strikes.",positive
"Ever wonder where the ideas for romance novels and other paper back released come from? According to 'Jake Speed' they are based on real people, living out the adventures they write about and publish. This movie is quality family entertainment, moderate amounts of violence, and skimpy clothes at the worst. The language is is also not a problem, and the jokes are funny at all levels. This is a 'Austin Powers' look at 'Indian Jones', without the over-the-top antics of Michael Myers. I highly recommend this film for kids in the 10 to 15 range.",positive
"I'm Czech and soldiers (not only pilots) who escaped Czechoslovakia after Nazi's invasion in 1939 and fought against them abroad are true heroes and bravest men in our history for me. This movie from director of Academy Award winner ""Kolya"" (1996) is a tribute to these men. It's first big-screen movie about Czechoslovak WWII soldiers since ""Nebesti jezdci"" (1968). I think ""Dark Blue World"" is a good movie - good acting, good special effects, nice music etc. Movie is half in English and some actors are Britons. But greatest thing about this movie is it's pure existence. It's great chance to show people all around the world (and to many people in Czech Republic too...) that Czechoslovak role in WWII was not only as occupied country but as an active member of allied campaign.<br /><br />Leading characters are older and wiser Frantisek and young Karel. They escaped together from Czechoslovakia, they are flying in the same squadron and they fell in love with the same woman... Maybe it's a cliché but fortunately this storyline is not so aggressive and is in good balance with other scenes (including great dogfights). I don't want to compare ""Dark Blue World"" with ""Pearl Harbor"", someone will like PH more and someone will like DBW. But if you like happy ends, DBW is not for you. So, I think it's very good movie for everyone who likes this type of stories and very good movie who wants to get to know something about this chapter of Czechoslovak history.<br /><br />BTW, main theme ""Dark Blue World"" is from Czech 30's and 40's composer Jaroslav Jezek. He wrote this theme when he lost his eyes...",positive
"I rented this movie, but I wasn't too sure what to expect of it. I was very glad to find that it's about the best Brazilian movie I've ever seen. The story is rather odd and simple, and above all, extremely original. We have Antonio, who is a young man living in Nordestina, a town in the middle of nowhere in the north east of Brazil, and who is deeply in love with Karina. The main conflict between the two is that, while Antonio loves his little town and has no wish to leave it, Karina wants to see the world and resents the place. As a prove of his love for her, he decides to go out himself and bring the world to her. He'll put Nordestina in the map, as he says. And the way he does it is unbelievable. This is a good movie; might be a bit stagy for some people due to its different editing job, but I think that it's also that that improves the story. It's just fun, and it makes you feel good.",positive
"***May Contain Spoilers*** OK, it wasn't exactly as good as expected in fact it was a lot different than I had thought it would be but it still turned out to be a pretty good movie.<br /><br />I usually don't care too much for that type of music but in this movie it worked perfectly (I mean duh he's a rock star) but anyway I loved Stuart Townsend in this, and Aaliyah, although she had a small part in the movie was amazing.<br /><br />And even though Tom Cruise played Lestat in the Interview with a Vampire, I have to admit that I am glad he turned down the role even though I normally hate when they use different people to play the same characters in like sequels and stuff.<br /><br />Overall, the movie was great and I enjoyed watching it, even if there were parts that could have been better. Great vampire movie.",positive
"That Certain Thing is the story of a gold digger (Viola Dana) from a tenement house. Her mother uses her to take care of her two brothers, but they are a loving family. Although Dana's character has the opportunity to marry a streetcar conductor, she refuses and holds out for a millionaire. Everyone makes fun of her for her fantasy, but are surprised when one day she really does meet a millionaire, son of the owner of the popular ABC restaurant chain. The two marry hastily, but the girl's dreams of wealth are shattered when the rich father disowns his son for marrying a gold digger. However, she truly loves her new husband and the two are unexpectedly successful at making it on their own.<br /><br />A rare glimpse of movie star Viola Dana, this film is a lot of fun. Dana's role is accessible, natural, and entertaining. She displays a knack for comedy as well as an ability to do drama.<br /><br />The mechanics of the film are a lot of fun too. The camera displays sophisticated late silent techniques like mobility. The title cards are also incredibly clever.<br /><br />If you like films like My Best Girl, It, or The Patsy, you will enjoy this film.",positive
"When you look at Mexico's best movies you will more than likely find that the Photography was performed by Gabriel Figueroa. He is recognized in the world as one of the best that have ever existed. His master control of the cameras gave an added asset to the movies he was part of. If added to his participation we add the direction of Luis Bunuel, you will never find such a pair of aces anywhere else in the world. This story, Nazarin, was written by Spain's greatest writer besides Miguel de Cervantes(Don Quijote de la Mancha). The story in itself is superb: Nazarin a priest that lives by his beliefs tries to live a very Christian life, but as always there are people that do not accept this. He wanders through many places preaching his Christianity but finding, most of the time, people that do not accept him. But besides the splendid story, it is always interesting to try to interpret the enigmatic messages that Bunuel sends us throughout the picture in scenes that make you shiver.",positive
This was a pretty good movie that was overall done quite well. The idea about Mercy (won't spoil) was original also. I think Angelina did a good job as one of her first movies. The only things I frowned upon were some of the corny fight scenes (won't spoil either). I liked the first movie and I liked this one as well. 7/10,positive
"The first time I ever saw this movie was when I was four years old. I remember loving it and everything about it. 13 years later, I am now 17, and decided to watch it about a month ago because I am taking a 1960's class in school. I didn't really know what to expect, since it had been 13 years since I last saw it, but I was completely blown away by it. The actors were amazing, the music was so fun, and I now find myself singing along to every song. Treat Williams is great as Berger, the ""leader"" of the hippie group, who always gets what he wants, one way or another (except for at the very end, of course). John Savage is actually very convincing as Claude, the Oklahoma draftee who falls in love with Sheila (Beverly D'Angelo). D'Angelo is lovely as the prim and proper rich girl who eventually rebels against her upbringing and joins the hippies. The other hippies are played by Annie Golden, Don Dacus, and Dorsey Wright. Annie Golden is just adorable as Jeannie, the girl who is pregnant but still as cute and innocent as a child. Don Dacus and Dorsey Wright are good as Woof and Hud, the other two members of the group, and Cheryl Barnes, who plays Hud's fiancée, has an amazing voice. <br /><br />The only problem I have with this movie, however, is that the relationship between Claude and Sheila is not very convincing. They are barely ever shown together, and when they are, they fight (remember the skinny dipping scene?). It seems as though their relationship is very weak, and by the end of the movie we are supposed to believe they are madly in love, only based on the few meetings they had. I also see that many people writing reviews here are upset by the PG rating this movie has. I personally would raise the rating up to a PG-13, only because there is some drug use... but remember in 1979, PG-13 didn't exist. I don't think the nudity is bad at all, it is in no way sexual (in fact, there isn't really any sex at all in this movie), and it is only to show the childlike innocence that the group maintains. In most European countries, nudity isn't regarded as something bad, and I don't see why it is here in the US. Anyways, I give this movie a high rating, and I'm glad it was made back then, because in the insanely ""politically correct"" world of today, they wouldn't even think of making it, and even if they did, it would be a very ""watered down"" version, and I'm sure you wouldn't get the full effect. <br /><br />In conclusion, this is a very underrated film that is definitely worth checking out.",positive
